Time:512Hz,Epoch,Electrode,Attention,Meditation,Delta,Theta,Low Alpha,High Alpha,Low Beta,High Beta,Low Gamma,Mid Gamma,Event Id,Event Date,Event Duration
0.0859375,1,26,66,29,514865,59243,29424,22670,22705,16876,20537,80846,,,
0.087890625,1,33,66,29,514865,59243,29424,22670,22705,16876,20537,80846,,,
0.08984375,1,60,66,29,514865,59243,29424,22670,22705,16876,20537,80846,,,
0.091796875,1,102,66,29,514865,59243,29424,22670,22705,16876,20537,80846,,,
0.09375,1,80,66,29,514865,59243,29424,22670,22705,16876,20537,80846,,,
0.095703125,1,21,66,29,514865,59243,29424,22670,22705,16876,20537,80846,,,
0.09765625,1,-11,66,29,514865,59243,29424,22670,22705,16876,20537,80846,,,
0.099609375,1,-3,66,29,514865,59243,29424,22670,22705,16876,20537,80846,,,
0.1015625,1,19,66,29,514865,59243,29424,22670,22705,16876,20537,80846,,,
0.103515625,1,42,66,29,514865,59243,29424,22670,22705,16876,20537,80846,,,
0.10546875,1,72,66,29,514865,59243,29424,22670,22705,16876,20537,80846,,,
0.107421875,1,73,66,29,514865,59243,29424,22670,22705,16876,20537,80846,,,
0.109375,1,80,66,29,514865,59243,29424,22670,22705,16876,20537,80846,,,
0.111328125,1,115,66,29,514865,59243,29424,22670,22705,16876,20537,80846,,,
0.11328125,1,75,66,29,514865,59243,29424,22670,22705,16876,20537,80846,,,
0.115234375,1,39,66,29,514865,59243,29424,22670,22705,16876,20537,80846,,,
0.1171875,1,48,66,29,514865,59243,29424,22670,22705,16876,20537,80846,,,
0.119140625,1,49,66,29,514865,59243,29424,22670,22705,16876,20537,80846,,,
0.12109375,1,6,66,29,514865,59243,29424,22670,22705,16876,20537,80846,,,
0.123046875,1,-10,66,29,514865,59243,29424,22670,22705,16876,20537,80846,,,
0.125,2,42,66,29,514865,59243,29424,22670,22705,16876,20537,80846,,,
0.126953125,2,117,66,29,514865,59243,29424,22670,22705,16876,20537,80846,,,
0.12890625,2,107,66,29,514865,59243,29424,22670,22705,16876,20537,80846,,,
0.130859375,2,54,66,29,514865,59243,29424,22670,22705,16876,20537,80846,,,
0.1328125,2,26,66,29,514865,59243,29424,22670,22705,16876,20537,80846,,,
0.134765625,2,43,66,29,514865,59243,29424,22670,22705,16876,20537,80846,,,
0.13671875,2,60,66,29,514865,59243,29424,22670,22705,16876,20537,80846,,,
0.138671875,2,65,66,29,514865,59243,29424,22670,22705,16876,20537,80846,,,
0.140625,2,11,66,29,514865,59243,29424,22670,22705,16876,20537,80846,,,
0.142578125,2,-51,66,29,514865,59243,29424,22670,22705,16876,20537,80846,,,
0.14453125,2,-36,66,29,514865,59243,29424,22670,22705,16876,20537,80846,,,
0.146484375,2,50,66,29,514865,59243,29424,22670,22705,16876,20537,80846,,,
0.1484375,2,129,66,29,514865,59243,29424,22670,22705,16876,20537,80846,,,
0.150390625,2,99,66,29,514865,59243,29424,22670,22705,16876,20537,80846,,,
0.15234375,2,53,66,29,514865,59243,29424,22670,22705,16876,20537,80846,,,
0.154296875,2,60,66,29,514865,59243,29424,22670,22705,16876,20537,80846,,,
0.15625,2,56,66,29,514865,59243,29424,22670,22705,16876,20537,80846,,,
0.158203125,2,34,66,29,514865,59243,29424,22670,22705,16876,20537,80846,,,
0.16015625,2,27,66,29,514865,59243,29424,22670,22705,16876,20537,80846,,,
0.162109375,2,60,66,29,514865,59243,29424,22670,22705,16876,20537,80846,,,
0.1640625,2,116,66,29,514865,59243,29424,22670,22705,16876,20537,80846,,,
0.166015625,2,122,66,29,514865,59243,29424,22670,22705,16876,20537,80846,,,
0.16796875,2,55,66,29,514865,59243,29424,22670,22705,16876,20537,80846,,,
0.169921875,2,38,66,29,514865,59243,29424,22670,22705,16876,20537,80846,,,
0.171875,2,57,66,29,514865,59243,29424,22670,22705,16876,20537,80846,,,
0.173828125,2,32,66,29,514865,59243,29424,22670,22705,16876,20537,80846,,,
0.17578125,2,5,66,29,514865,59243,29424,22670,22705,16876,20537,80846,,,
0.177734375,2,4,66,29,514865,59243,29424,22670,22705,16876,20537,80846,,,
0.1796875,2,-40,66,29,514865,59243,29424,22670,22705,16876,20537,80846,,,
0.181640625,2,-84,66,29,514865,59243,29424,22670,22705,16876,20537,80846,,,
0.18359375,2,-54,66,29,514865,59243,29424,22670,22705,16876,20537,80846,,,
0.185546875,2,19,66,29,514865,59243,29424,22670,22705,16876,20537,80846,,,
0.1875,3,67,66,29,514865,59243,29424,22670,22705,16876,20537,80846,,,
0.189453125,3,49,66,29,514865,59243,29424,22670,22705,16876,20537,80846,,,
0.19140625,3,13,66,29,514865,59243,29424,22670,22705,16876,20537,80846,,,
0.193359375,3,1,66,29,514865,59243,29424,22670,22705,16876,20537,80846,,,
