Time:512Hz,Epoch,Electrode,Attention,Meditation,Delta,Theta,Low Alpha,High Alpha,Low Beta,High Beta,Low Gamma,Mid Gamma,Event Id,Event Date,Event Duration
18.32617188,293,16,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.328125,293,9,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.33007813,293,16,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.33203125,293,49,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.33398438,293,82,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.3359375,293,72,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.33789063,293,76,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.33984375,293,104,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.34179688,293,72,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.34375,293,-9,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.34570313,293,-68,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.34765625,293,-72,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.34960938,293,-69,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.3515625,293,-88,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.35351563,293,-98,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.35546875,293,-56,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.35742188,293,-4,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.359375,293,37,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.36132813,293,22,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.36328125,293,-21,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.36523438,293,-21,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.3671875,293,-11,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.36914063,293,-34,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.37109375,293,-75,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.37304688,293,-100,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.375,294,-62,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.37695313,294,3,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.37890625,294,12,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.38085938,294,16,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.3828125,294,81,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.38476563,294,106,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.38671875,294,59,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.38867188,294,52,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.390625,294,92,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.39257813,294,124,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.39453125,294,136,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.39648438,294,90,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.3984375,294,40,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.40039063,294,41,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.40234375,294,66,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.40429688,294,66,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.40625,294,42,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.40820313,294,24,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.41015625,294,38,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.41210938,294,70,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.4140625,294,114,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.41601563,294,109,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.41796875,294,89,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.41992188,294,81,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.421875,294,53,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.42382813,294,37,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.42578125,294,51,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.42773438,294,66,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.4296875,294,80,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.43164063,294,72,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.43359375,294,61,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.43554688,294,99,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.4375,295,105,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.43945313,295,41,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.44140625,295,-4,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.44335938,295,28,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.4453125,295,68,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.44726563,295,75,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.44921875,295,72,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.45117188,295,84,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.453125,295,100,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.45507813,295,113,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.45703125,295,120,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.45898438,295,113,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.4609375,295,71,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.46289063,295,42,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.46484375,295,57,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.46679688,295,48,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.46875,295,8,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.47070313,295,0,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.47265625,295,-10,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.47460938,295,-18,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.4765625,295,2,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.47851563,295,37,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.48046875,295,74,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.48242188,295,81,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.484375,295,43,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.48632813,295,18,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.48828125,295,18,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.49023438,295,23,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.4921875,295,68,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.49414063,295,108,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.49609375,295,98,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.49804688,295,86,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.5,296,74,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.50195313,296,53,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.50390625,296,50,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.50585938,296,54,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.5078125,296,53,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.50976563,296,39,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.51171875,296,38,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.51367188,296,48,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.515625,296,26,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.51757813,296,38,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.51953125,296,67,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.52148438,296,57,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.5234375,296,27,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.52539063,296,24,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.52734375,296,28,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.52929688,296,57,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.53125,296,58,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.53320313,296,44,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.53515625,296,56,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.53710938,296,73,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.5390625,296,80,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.54101563,296,59,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.54296875,296,49,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.54492188,296,27,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.546875,296,-10,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.54882813,296,-57,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.55078125,296,-102,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.55273438,296,-71,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.5546875,296,48,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.55664063,296,124,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.55859375,296,77,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.56054688,296,-18,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.5625,297,-52,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.56445313,297,-6,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.56640625,297,51,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.56835938,297,82,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.5703125,297,68,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.57226563,297,42,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.57421875,297,85,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.57617188,297,135,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.578125,297,162,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.58007813,297,180,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.58203125,297,195,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.58398438,297,169,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.5859375,297,65,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.58789063,297,-4,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.58984375,297,-45,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.59179688,297,-41,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.59375,297,18,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.59570313,297,83,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.59765625,297,101,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.59960938,297,76,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.6015625,297,65,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.60351563,297,53,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.60546875,297,24,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.60742188,297,8,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.609375,297,12,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.61132813,297,22,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.61328125,297,33,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.61523438,297,33,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.6171875,297,19,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.61914063,297,33,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.62109375,297,59,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.62304688,297,49,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.625,298,28,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.62695313,298,36,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.62890625,298,13,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.63085938,298,-2,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.6328125,298,7,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.63476563,298,28,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.63671875,298,45,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.63867188,298,32,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.640625,298,0,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.64257813,298,-22,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.64453125,298,-12,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.64648438,298,41,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.6484375,298,72,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.65039063,298,66,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.65234375,298,64,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.65429688,298,80,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.65625,298,120,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.65820313,298,146,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.66015625,298,121,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.66210938,298,67,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.6640625,298,25,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.66601563,298,18,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.66796875,298,33,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.66992188,298,44,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.671875,298,58,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.67382813,298,60,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.67578125,298,85,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.67773438,298,119,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.6796875,298,137,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.68164063,298,116,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.68359375,298,45,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.68554688,298,16,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.6875,299,49,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.68945313,299,102,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.69140625,299,135,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.69335938,299,128,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.6953125,299,101,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.69726563,299,69,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.69921875,299,49,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.70117188,299,42,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.703125,299,54,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.70507813,299,48,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.70703125,299,9,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.70898438,299,6,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.7109375,299,51,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.71289063,299,84,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.71484375,299,104,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.71679688,299,108,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.71875,299,91,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.72070313,299,82,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.72265625,299,51,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.72460938,299,19,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.7265625,299,-1,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.72851563,299,-2,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.73046875,299,9,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.73242188,299,16,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.734375,299,25,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.73632813,299,43,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.73828125,299,65,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.74023438,299,59,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.7421875,299,16,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.74414063,299,-14,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.74609375,299,-6,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.74804688,299,4,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.75,300,35,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.75195313,300,70,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.75390625,300,68,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.75585938,300,65,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.7578125,300,53,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.75976563,300,48,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.76171875,300,69,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.76367188,300,67,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.765625,300,60,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.76757813,300,23,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.76953125,300,-24,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.77148438,300,-18,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.7734375,300,22,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.77539063,300,60,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.77734375,300,98,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.77929688,300,81,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.78125,300,32,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.78320313,300,21,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.78515625,300,59,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.78710938,300,66,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.7890625,300,20,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.79101563,300,-22,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.79296875,300,-25,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.79492188,300,11,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.796875,300,36,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.79882813,300,40,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.80078125,300,57,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.80273438,300,48,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.8046875,300,8,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.80664063,300,-27,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.80859375,300,-21,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.81054688,300,6,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.8125,301,36,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.81445313,301,60,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.81640625,301,38,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.81835938,301,11,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.8203125,301,36,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.82226563,301,77,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.82421875,301,85,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.82617188,301,57,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.828125,301,-2,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.83007813,301,-29,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.83203125,301,-8,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.83398438,301,26,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.8359375,301,52,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.83789063,301,44,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.83984375,301,32,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.84179688,301,48,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.84375,301,60,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.84570313,301,6,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.84765625,301,-62,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.84960938,301,-39,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.8515625,301,-3,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.85351563,301,-13,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.85546875,301,-20,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.85742188,301,7,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.859375,301,34,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.86132813,301,37,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.86328125,301,28,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.86523438,301,19,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.8671875,301,24,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.86914063,301,28,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.87109375,301,4,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.87304688,301,-51,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.875,302,-89,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.87695313,302,-46,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.87890625,302,67,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.88085938,302,160,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.8828125,302,153,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.88476563,302,166,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.88671875,302,194,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.88867188,302,178,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.890625,302,151,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.89257813,302,125,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.89453125,302,106,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.89648438,302,87,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.8984375,302,76,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.90039063,302,82,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.90234375,302,91,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.90429688,302,101,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.90625,302,135,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.90820313,302,165,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.91015625,302,164,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.91210938,302,163,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.9140625,302,133,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.91601563,302,83,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.91796875,302,77,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.91992188,302,122,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.921875,302,140,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.92382813,302,104,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.92578125,302,54,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.92773438,302,33,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.9296875,302,36,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.93164063,302,25,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.93359375,302,1,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.93554688,302,-2,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.9375,303,10,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.93945313,303,41,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.94140625,303,48,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.94335938,303,27,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.9453125,303,19,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.94726563,303,12,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.94921875,303,-3,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.95117188,303,-26,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.953125,303,-40,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.95507813,303,-19,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.95703125,303,42,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.95898438,303,84,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.9609375,303,83,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.96289063,303,26,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.96484375,303,-23,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.96679688,303,-23,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.96875,303,-6,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.97070313,303,-27,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.97265625,303,-60,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.97460938,303,-76,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.9765625,303,-60,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.97851563,303,0,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.98046875,303,81,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.98242188,303,105,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
18.984375,303,56,74,29,793480,32625,15225,15932,6804,4515,5272,5818,,,
